,Business Name,Category,City,State,County,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description)
852,Doctors Medical Center of Modesto ,hospital, Modesto,CA,Stanislaus County,50.0,6.0,99.0,0.0,0.0,0.0,Stanislaus County
853,Emanuel Medical Center ,hospital, Turlock,CA,Stanislaus County,50.0,6.0,99.0,0.0,0.0,0.0,Stanislaus County
854,Kaiser Medical Center ,hospital, Modesto,CA,Stanislaus County,50.0,6.0,99.0,0.0,0.0,0.0,Stanislaus County
855,Memorial Medical Center ,hospital, Modesto,CA,Stanislaus County,50.0,6.0,99.0,0.0,0.0,0.0,Stanislaus County
856,Oak Valley Hospital ,hospital, Oakdale,CA,Stanislaus County,50.0,6.0,99.0,0.0,0.0,0.0,Stanislaus County
857,Fremont Memorial Hospital ,hospital, Yuba City,CA,Sutter County,50.0,6.0,101.0,0.0,0.0,0.0,Sutter County
858,Saint Elizabeth Community Hospital ,hospital, Red Bluff,CA,Tehama County,50.0,6.0,103.0,0.0,0.0,0.0,Tehama County
859,Mountain Community Medical Services ,hospital, Weaverville,CA,Trinity County,50.0,6.0,105.0,0.0,0.0,0.0,Trinity County
860,Mountain Community Medical Services ,hospital, Weaverville,CA,Trinity County,50.0,48.0,455.0,0.0,0.0,0.0,Trinity County
861,Kaweah Delta Medical Center ,hospital, Visalia,CA,Tulare County,50.0,6.0,107.0,0.0,0.0,0.0,Tulare County
862,Porterville Developmental Center ,hospital, Porterville,CA,Tulare County,50.0,6.0,107.0,0.0,0.0,0.0,Tulare County
863,Sierra View District Hospital ,hospital, Porterville,CA,Tulare County,50.0,6.0,107.0,0.0,0.0,0.0,Tulare County
864,Tulare Regional Medical Center ,hospital, Tulare,CA,Tulare County,50.0,6.0,107.0,0.0,0.0,0.0,Tulare County
865,Sonora Regional Medical Center ,hospital, Sonora,CA,Tuolumne County,50.0,6.0,109.0,0.0,0.0,0.0,Tuolumne County
866,Camarillo State Mental Hospital ,hospital, Camarillo (closed 1997),CA,Ventura County,50.0,6.0,111.0,0.0,0.0,0.0,Ventura County
867,Community Memorial Hospital ,hospital, Ventura,CA,Ventura County,50.0,6.0,111.0,0.0,0.0,0.0,Ventura County
868,Los Robles Hospital & Medical Center ,hospital, Thousand Oaks,CA,Ventura County,50.0,6.0,111.0,0.0,0.0,0.0,Ventura County
869,St. John's Pleasant Valley Hospital ,hospital, Camarillo,CA,Ventura County,50.0,6.0,111.0,0.0,0.0,0.0,Ventura County
870,St. John's Regional Medical Center ,hospital, Oxnard,CA,Ventura County,50.0,6.0,111.0,0.0,0.0,0.0,Ventura County
871,Santa Paula Hospital ,hospital, Santa Paula,CA,Ventura County,50.0,6.0,111.0,0.0,0.0,0.0,Ventura County
872,Simi Valley Hospital ,hospital, Simi Valley,CA,Ventura County,50.0,6.0,111.0,0.0,0.0,0.0,Ventura County
873,Ventura County Medical Center ,hospital, Ventura,CA,Ventura County,50.0,6.0,111.0,0.0,0.0,0.0,Ventura County
874,Sutter Davis Hospital ,hospital, Davis,CA,Yolo County,50.0,6.0,113.0,0.0,0.0,0.0,Yolo County
875,Rideout Memorial Hospital ,hospital, Marysville,CA,Yuba County,50.0,6.0,115.0,0.0,0.0,0.0,Yuba County
